 1DE   101114141411551254
 1DE   101120322433443433
 1DE   101126141411551155
 1DE   101304241432443444
 1DE   101322232321442244
 1DE   101405322233334532
 1DE   101417142422442332
 1DE   101429232323333444
 1DE   101512132322443432
 1DE   101601322232443442
 1DE   101625242322442342
 1DE   101631332238433442
 1DE   102120232513223322
 1DE   102203231341244421
 1DE   102209151521141521
 1DE   102227242522242342
 1DE   102233221432242344
 1DE   102536152532251322
 1DE   102601221442232223
 1DE   102631241332231222
 1DE   103205441228232422
 1DE   103211232222242322
 1DE   103306331232432322
 1DE   103324231524238222
 1DE   103330321533242423
 1DE   103431231423353242
 1DE   103514241524242442
 1DE   103603221532242424
 1DE   103615332443432324
 1DE   104106421812141235
 1DE   104130141522341242
 1DE   104201531542222321
 1DE   104207342153214422
 1DE   104219521243234422
 1DE   104225151511552155
 1DE   104231431524143421
 1DE   104314322242233422
 1DE   104320431544243422
 1DE   104326231558213833
 1DE   104332231442443333
 1DE   104403251411552155
 1DE   104409421434134421
 1DE   104415341442234522
 1DE   104433241532243482
 1DE   104504381448224422
 1DE   104516131532433532
 1DE   104522221434213521
 1DE   104528431422248422
 1DE   104611421422243843
 1DE   104617331543343424
 1DE   104629231534243322
 1DE   105114131512432825
 1DE   105132141512243343
 1DE   105203351128242223
 1DE   105233442455233522
 1DE   105304141551452233
 1DE   105310331432123422
 1DE   105316412443224422
 1DE   105322131511442345
 1DE   105334141483538225
 1DE   105405131532432432
 1DE   105411321448422214
 1DE   105429321258885772
 1DE   105524241532443322
 1DE   105530141522553135
 1DE   105601241432248422
 1DE   105607322288218523
 1DE   105625181183348115
 1DE   105631221585438325
 1DE   106122151414352832
 1DE   106128421482452432
 1DE   106211341511551552
 1DE   106217421512251155
 1DE   106223341188134422
 1DE   106229241411451145
 1DE   106235832188223522
 1DE   106306231328552345
 1DE   106318422484234422
 1DE   106324151521252244
 1DE   106330141512452234
 1DE   106336421158288812
 1DE   106401231443224322
 1DE   106407422243223423
 1DE   106425134532443344
 1DE   106431184223452235
 1DE   106508231541342832
 1DE   106520231543242412
 1DE   106615111112847134
 1DE   106627331543423231
 1DE   107101311323438343
 1DE   107113322454824422
 1DE   107125232343451442
 1DE   107202242328434424
 1DE   107214322533548315
 1DE   107220331444835824
 1DE   107226232235288224
 1DE   107232131513438225
 1DE   107303211188428882
 1DE   107309421444234521
 1DE   107315231423434345
 1DE   107327131482548324
 1DE   107404231183228423
 1DE   107434111532243824
 1DE   107505431442452424
 1DE   107517421184838824
 1DE   107523121522243225
 1DE   107529321433324412
 1DE   107535412145234532
 1DE   107612141511552145
 1DE   108103131531241555
 1DE   108115231533334532
 1DE   108204151511351555
 1DE   108210221532241433
 1DE   108222221232232443
 1DE   108335151511352545
 1DE   108418151521351445
 1DE   108424321443232433
 1DE   108436151511251455
 1DE   108501331534252344
 1DE   108513151542242534
 1DE   108525151421351333
 1DE   108608243532333443
 1DE   109112422544254522
 1DE   109118432432343422
 1DE   109124321448441424
 1DE   109130341531853122
 1DE   109136421543258422
 1DE   109201511332243222
 1DE   109207341428243422
 1DE   109213442343223423
 1DE   109308422432348422
 1DE   109320531512451234
 1DE   109332221222228223
 1DE   109403421552182448
 1DE   109409422421242445
 1DE   109427322422358244
 1DE   109433321443243422
 1DE   109522522448238522
 1DE   109528331543243522
 1DE   109605322422258322
 1DE   109623452548248482
 1DE   109629512255114521
 1DE   110108332424433424
 1DE   110132431542113421
 1DE   110209141422252432
 1DE   110215242332242223
 1DE   110221432422243224
 1DE   110304242432233233
 1DE   110310322422442224
 1DE   110322231422343422
 1DE   110411231422242242
 1DE   110423422423233222
 1DE   110429332222233322
 1DE   110506332332442424
 1DE   110512222522242225
 1DE   110518421443234424
 1DE   110524322335224522
 1DE   110530322442244533
 1DE   110536331331133433
 1DE   110601322533223423
 1DE   110607421442234323
 1DE   110631232442242424
 1DE   111104231512251254
 1DE   111116431412443131
 1DE   111128321532251232
 1DE   111205322433442232
 1DE   111217221522231444
 1DE   111229331422152344
 1DE   111306332232233233
 1DE   111312321543233332
 1DE   111318421234223422
 1DE   111324232222232322
 1DE   111401231433233422
 1DE   111407231322232332
 1DE   111419331213332233
 1DE   111425231522251243
 1DE   111508321433252332
 1DE   111514322453241333
 1DE   111520331333442242
 1DE   111526422233122222
 1DE   111603521445324422
 1DE   111609221522251254
 1DE   111615221532251222
 1DE   111621231511251142
